"ID","Date","Total Loss"
"709","2011-09-15 00:00:00","0"
"710","2007-02-16 00:00:00","12000"
"711","2008-10-01 00:00:00","2300"
"712","2013-06-17 00:00:00","2250"
"713","2014-04-08 00:00:00","5000"
"714","2006-03-10 00:00:00","19600"
"715","2015-10-01 00:00:00","30800"
"716","2013-03-09 00:00:00","157500"
"717","2008-08-10 00:00:00","0"
"718","2006-11-08 00:00:00","30000"
"719","2011-06-07 00:00:00","5000"
"720","2006-01-17 00:00:00","11000"
"721","2012-11-29 00:00:00","5500"
"722","2008-09-22 00:00:00","10000"
"723","2009-11-23 00:00:00","2500"
"724","2009-03-07 00:00:00","4050"
"725","2015-05-31 00:00:00","0"
"726","2009-07-28 00:00:00","0"
"727","2016-10-10 00:00:00","5000"
"728","2009-02-12 00:00:00","0"
"729","2014-04-22 00:00:00","1500"
"730","2015-01-08 00:00:00","16000"
"731","2007-01-13 00:00:00","0"
"732","2014-07-06 00:00:00","1100"
"733","2011-08-26 00:00:00","20500"
"734","2014-03-30 00:00:00","22000"
"735","2008-10-15 00:00:00","0"
"736","2015-05-11 00:00:00","12500"
"737","2012-10-28 00:00:00","0"
"738","2014-11-26 00:00:00","30500"
"739","2010-08-07 00:00:00","3000"
"740","2015-04-18 00:00:00","1100"
"741","2012-07-20 00:00:00","0"
"742","2008-11-04 00:00:00","38000"
"743","2009-10-11 00:00:00","2000"
"744","2007-09-13 00:00:00","9000"
"745","2005-06-22 00:00:00","753"
"746","2007-06-05 00:00:00","70500"
"747","2016-03-06 00:00:00","12100"
"748","2008-11-27 00:00:00","1150"
"749","2014-09-12 00:00:00","35000"
"750","2005-12-25 00:00:00","192100"
"751","2016-07-02 00:00:00","0"
"752","2010-07-24 00:00:00","0"
"753","2008-07-07 00:00:00","57000"
"754","2011-12-04 00:00:00","0"
"755","2005-01-16 00:00:00","30000"
"756","2006-10-05 00:00:00","0"
"757","2014-01-12 00:00:00","7000"
"758","2012-04-25 00:00:00","0"
"759","2016-11-22 00:00:00","1550"
"760","2011-02-09 00:00:00","13100"
"761","2015-09-08 00:00:00","4000"
"762","2006-10-19 00:00:00","350"
"763","2013-08-22 00:00:00","16300"
"764","2011-05-18 00:00:00","2100"
"765","2005-08-04 00:00:00","3500"
"766","2015-02-14 00:00:00","500"
"767","2009-11-11 00:00:00","5200"
"768","2016-01-12 00:00:00","254000"
"769","2010-10-09 00:00:00","2200"
"770","2006-04-16 00:00:00","37150"
"771","2013-03-29 00:00:00","1500"
"772","2012-08-26 00:00:00","15600"
"773","2012-05-01 00:00:00","2650"
"774","2013-07-24 00:00:00","8675"
"775","2005-03-11 00:00:00","0"
"776","2014-05-04 00:00:00","2000"
"777","2007-01-27 00:00:00","100"
"778","2007-12-25 00:00:00","1025"
"779","2008-06-28 00:00:00","0"
"780","2012-02-22 00:00:00","53150"
"781","2013-10-01 00:00:00","0"
"782","2010-03-06 00:00:00","1000"
"783","2006-08-11 00:00:00","1500"
"784","2008-06-11 00:00:00","1800"
"785","2008-03-03 00:00:00","100"
"786","2010-06-14 00:00:00","0"
"787","2015-06-11 00:00:00","32430"
"788","2006-10-02 00:00:00","12500"
"789","2014-01-09 00:00:00","19050"
"790","2011-11-14 00:00:00","23000"
"791","2016-12-15 00:00:00","112000"
"792","2012-05-18 00:00:00","45000"
"793","2013-04-15 00:00:00","0"
"794","2006-01-06 00:00:00","31250"
"795","2015-01-28 00:00:00","4000"
"796","2009-01-12 00:00:00","2700"
"797","2016-04-21 00:00:00","0"
"798","2010-07-01 00:00:00","8000"
"799","2015-12-26 00:00:00","0"
"800","2005-08-27 00:00:00","7200"
"801","2010-11-30 00:00:00","200"
"802","2006-05-03 00:00:00","500"
"803","2007-03-31 00:00:00","11010"
"804","2011-10-28 00:00:00","450"
"805","2013-03-12 00:00:00","0"
"806","2006-07-25 00:00:00","0"
"807","2015-10-04 00:00:00","0"
"808","2013-09-14 00:00:00","53000"
"809","2011-04-13 00:00:00","0"
"810","2009-02-15 00:00:00","42100"
"811","2006-09-15 00:00:00","0"
"812","2013-12-23 00:00:00","200"
"813","2009-05-26 00:00:00","0"
"814","2016-04-07 00:00:00","24000"
"815","2007-05-22 00:00:00","1100"
"816","2014-08-29 00:00:00","8800"
"817","2008-05-05 00:00:00","500"
"818","2014-05-21 00:00:00","8500"
"819","2009-04-08 00:00:00","56200"
"820","2012-02-05 00:00:00","0"
"821","2016-07-16 00:00:00","55000"
"822","2016-10-24 00:00:00","0"
"823","2009-07-17 00:00:00","1500"
"824","2007-12-08 00:00:00","3000"
"825","2010-03-23 00:00:00","1500"
"826","2007-08-30 00:00:00","15000"
"827","2005-07-04 00:00:00","82200"
"828","2012-02-08 00:00:00","1500"
"829","2014-12-07 00:00:00","400"
"830","2009-10-25 00:00:00","18500"
"831","2009-08-20 00:00:00","156000"
"832","2010-12-31 00:00:00","30000"
"833","2014-11-23 00:00:00","11400"
"834","2010-02-02 00:00:00","2000"
"835","2015-05-08 00:00:00","0"
"836","2008-08-30 00:00:00","91750"
"837","2011-10-11 00:00:00","700"
"838","2007-04-20 00:00:00","34250"
"839","2009-10-08 00:00:00","26000"
"840","2016-02-15 00:00:00","250"
"841","2015-03-20 00:00:00","100"
"842","2014-02-10 00:00:00","5000"
"843","2008-11-07 00:00:00","91000"
"844","2012-06-04 00:00:00","30000"
"845","2016-11-25 00:00:00","146400"
"846","2012-07-23 00:00:00","16000"
"847","2008-09-19 00:00:00","22600"
"848","2009-03-04 00:00:00","17300"
"849","2007-02-28 00:00:00","0"
"850","2014-06-07 00:00:00","18550"
"851","2005-08-07 00:00:00","10625"
"852","2007-06-08 00:00:00","2700"
"853","2013-06-23 00:00:00","1000"
"854","2014-09-15 00:00:00","800"
"855","2005-11-15 00:00:00","18150"
"856","2007-01-10 00:00:00","750"
"857","2014-07-26 00:00:00","21000"
"858","2009-04-22 00:00:00","1000"
"859","2010-09-22 00:00:00","92500"
"860","2015-03-03 00:00:00","6000"
"861","2009-07-31 00:00:00","80000"
"862","2012-02-25 00:00:00","0"
"863","2005-07-24 00:00:00","4000"
"864","2006-03-30 00:00:00","200"
"865","2006-12-04 00:00:00","9100"
"866","2012-10-31 00:00:00","16000"
"867","2013-07-07 00:00:00","8000"
"868","2014-08-15 00:00:00","5000"
"869","2010-01-16 00:00:00","16500"
"870","2012-12-19 00:00:00","0"
"871","2012-04-14 00:00:00","121000"
"872","2012-01-19 00:00:00","15000"
"873","2008-05-22 00:00:00","300"
"874","2007-09-16 00:00:00","20300"
"875","2016-10-07 00:00:00","8000"
"876","2009-06-30 00:00:00","15000"
"877","2016-06-29 00:00:00","0"
"878","2011-03-27 00:00:00","115000"
"879","2015-10-24 00:00:00","43500"
"880","2011-12-01 00:00:00","2410"
"881","2007-01-24 00:00:00","1500"
"882","2011-08-23 00:00:00","0"
"883","2016-03-21 00:00:00","118000"
"884","2016-02-01 00:00:00","0"
"885","2011-07-05 00:00:00","4000"
"886","2011-05-15 00:00:00","26505"
"887","2006-02-09 00:00:00","0"
"888","2006-10-16 00:00:00","101025"
"889","2010-09-08 00:00:00","15250"
"890","2006-05-20 00:00:00","95500"
"891","2006-07-08 00:00:00","7450"
"892","2013-10-15 00:00:00","400"
"893","2010-12-17 00:00:00","0"
"894","2010-04-26 00:00:00","3000"
"895","2015-07-30 00:00:00","2350"
"896","2014-09-01 00:00:00","12000"
"897","2011-03-24 00:00:00","6000"
"898","2012-10-14 00:00:00","0"
"899","2006-09-29 00:00:00","1000"
"900","2013-02-08 00:00:00","0"
"901","2005-11-01 00:00:00","6800"
"902","2016-05-11 00:00:00","0"
"903","2015-11-24 00:00:00","0"
"904","2010-11-27 00:00:00","9900"
"905","2009-07-14 00:00:00","300"
"906","2009-12-30 00:00:00","500"
"907","2014-12-27 00:00:00","0"
"908","2008-08-16 00:00:00","0"
"909","2011-06-01 00:00:00","105000"
"910","2007-03-17 00:00:00","0"
"911","2005-01-19 00:00:00","16000"
"912","2008-02-12 00:00:00","2850"
"913","2013-07-27 00:00:00","6150"
"914","2014-06-24 00:00:00","1000"
"915","2012-04-28 00:00:00","1250"
"916","2005-04-29 00:00:00","0"
"917","2013-04-18 00:00:00","22500"
"918","2009-11-08 00:00:00","5500"
"919","2016-01-15 00:00:00","4700"
"920","2007-11-04 00:00:00","25000"
"921","2006-02-26 00:00:00","22000"
"922","2008-11-24 00:00:00","6000"
"923","2009-09-21 00:00:00","1400"
"924","2016-12-29 00:00:00","5000"
"925","2008-02-29 00:00:00","146500"
"926","2013-11-19 00:00:00","0"
"927","2007-01-07 00:00:00","0"
"928","2013-08-13 00:00:00","4700"
"929","2008-06-08 00:00:00","39700"
"930","2011-09-26 00:00:00","35000"
"931","2014-02-27 00:00:00","2000"
"932","2012-01-02 00:00:00","30700"
"933","2015-04-21 00:00:00","564450"
"934","2005-10-15 00:00:00","28900"
"935","2006-09-12 00:00:00","8600"
"936","2006-06-21 00:00:00","32500"
"937","2013-01-22 00:00:00","4500"
"938","2014-12-10 00:00:00","26100"
"939","2015-11-07 00:00:00","500"
"940","2008-07-30 00:00:00","1000"
"941","2011-02-21 00:00:00","3000"
"942","2013-11-04 00:00:00","49830"
"943","2008-05-08 00:00:00","2200"
"944","2015-08-16 00:00:00","1000"
"945","2009-04-05 00:00:00","1000"
"946","2005-02-05 00:00:00","65100"
"947","2016-12-12 00:00:00","12000"
"948","2008-01-26 00:00:00","339200"
"949","2011-09-09 00:00:00","42500"
"950","2012-05-15 00:00:00","0"
"951","2011-12-18 00:00:00","3000"
"952","2016-09-03 00:00:00","4510"
"953","2009-10-22 00:00:00","6000"
"954","2006-12-24 00:00:00","0"
"955","2014-04-02 00:00:00","0"
"956","2010-08-19 00:00:00","1500"
"957","2005-08-24 00:00:00","3000"
"958","2011-10-31 00:00:00","1500"
"959","2007-04-03 00:00:00","1865950"
"960","2012-07-06 00:00:00","850"
"961","2007-07-12 00:00:00","500"
"962","2009-12-13 00:00:00","12100"
"963","2005-05-16 00:00:00","5890"
"964","2014-05-24 00:00:00","2000"
"965","2010-07-18 00:00:00","0"
"966","2015-10-21 00:00:00","450"
"967","2008-03-17 00:00:00","96540"
"968","2007-10-03 00:00:00","5525"
"969","2010-09-05 00:00:00","8000"
"970","2005-06-02 00:00:00","2500"
"971","2016-02-18 00:00:00","0"
"972","2006-01-23 00:00:00","1500"
"973","2006-11-02 00:00:00","17000"
"974","2013-06-20 00:00:00","7500"
"975","2013-05-02 00:00:00","8500"
"976","2015-12-29 00:00:00","3550"
"977","2005-12-05 00:00:00","800"
"978","2006-12-21 00:00:00","2000"
"979","2014-11-20 00:00:00","64500"
"980","2007-08-13 00:00:00","37150"
"981","2016-09-20 00:00:00","1000"
"982","2011-01-03 00:00:00","8600"
"983","2011-06-18 00:00:00","7870"
"984","2005-07-21 00:00:00","0"
"985","2011-01-20 00:00:00","12800"
"986","2011-03-10 00:00:00","3000"
"987","2010-09-25 00:00:00","37600"
"988","2005-02-22 00:00:00","1000"
"989","2005-04-12 00:00:00","27500"
"990","2007-11-21 00:00:00","99000"
"991","2005-11-18 00:00:00","43200"
"992","2016-08-02 00:00:00","1200"
"993","2009-04-25 00:00:00","500"
"994","2011-08-06 00:00:00","38100"
"995","2012-09-27 00:00:00","0"
"996","2007-04-17 00:00:00","122700"
"997","2012-11-17 00:00:00","241000"
"998","2016-04-24 00:00:00","0"
"999","2016-06-12 00:00:00","60500"
"1000","2013-01-05 00:00:00","0"
"1001","2005-08-10 00:00:00","28500"
"1002","2005-05-02 00:00:00","34500"
"1003","2012-08-09 00:00:00","1500"
"1004","2008-02-15 00:00:00","100"
"1005","2009-06-27 00:00:00","15500"
"1006","2015-05-25 00:00:00","1050"
"1007","2015-07-13 00:00:00","1700"
"1008","2005-01-04 00:00:00","0"
"1009","2009-08-03 00:00:00","2900"
"1010","2010-12-14 00:00:00","0"
"1011","2007-06-25 00:00:00","8100"
"1012","2012-01-22 00:00:00","444000"
"1013","2014-01-26 00:00:00","0"
"1014","2005-10-29 00:00:00","6000"
"1015","2010-04-09 00:00:00","24500"
"1016","2014-09-18 00:00:00","0"
"1017","2014-11-06 00:00:00","1600"
"1018","2014-08-12 00:00:00","3400"
"1019","2010-05-28 00:00:00","500"
"1020","2006-12-07 00:00:00","0"
"1021","2007-06-11 00:00:00","3500"
"1022","2005-09-22 00:00:00","5500"
"1023","2010-01-13 00:00:00","7500"
"1024","2006-03-27 00:00:00","700"
"1025","2012-11-03 00:00:00","0"
"1026","2008-04-06 00:00:00","59000"
"1027","2013-07-04 00:00:00","5000"
"1028","2012-06-13 00:00:00","56700"
"1029","2006-07-05 00:00:00","0"
"1030","2011-02-01 00:00:00","200"
"1031","2012-07-26 00:00:00","0"
"1032","2007-12-28 00:00:00","15000"
"1033","2011-05-12 00:00:00","6000"
"1034","2006-02-12 00:00:00","0"
"1035","2006-10-13 00:00:00","10200"
"1036","2013-05-22 00:00:00","7400"
"1037","2011-08-20 00:00:00","0"
"1038","2016-03-18 00:00:00","25500"
"1039","2013-02-11 00:00:00","21000"
"1040","2005-11-04 00:00:00","57000"
"1041","2012-03-14 00:00:00","4950"
"1042","2011-04-17 00:00:00","7000"
"1043","2005-01-22 00:00:00","127500"
"1044","2010-06-12 00:00:00","6300"
"1045","2011-05-10 00:00:00","10000"
"1046","2016-11-14 00:00:00","1000"
"1047","2008-11-19 00:00:00","45100"
"1048","2010-07-05 00:00:00","26400"
"1049","2015-07-08 00:00:00","500"
"1050","2007-12-23 00:00:00","31000"
"1051","2014-08-10 00:00:00","0"
"1052","2016-01-10 00:00:00","200000"
"1053","2016-05-12 00:00:00","11000"
"1054","2008-10-27 00:00:00","26650"
"1055","2009-09-24 00:00:00","10100"
"1056","2015-06-15 00:00:00","500"
"1057","2016-12-07 00:00:00","50000"
"1058","2008-04-24 00:00:00","0"
"1059","2006-06-24 00:00:00","6100"
"1060","2016-04-19 00:00:00","5000"
"1061","2013-07-22 00:00:00","1000"
"1062","2009-01-10 00:00:00","5000"
"1063","2015-03-07 00:00:00","1000"
"1064","2015-04-24 00:00:00","89500"
"1065","2006-07-23 00:00:00","9075"
"1066","2013-10-30 00:00:00","3000"
"1067","2008-01-15 00:00:00","2300"
"1068","2010-10-13 00:00:00","14500"
"1069","2013-11-22 00:00:00","4000"
"1070","2006-08-15 00:00:00","23000"
"1071","2011-11-12 00:00:00","1000"
"1072","2010-09-20 00:00:00","54240"
"1073","2005-03-15 00:00:00","50000"
"1074","2006-05-07 00:00:00","1000"
"1075","2012-06-22 00:00:00","14100"
"1076","2013-08-14 00:00:00","0"
"1077","2012-02-20 00:00:00","36000"
"1078","2013-04-27 00:00:00","650"
"1079","2006-01-18 00:00:00","1000"
"1080","2014-12-11 00:00:00","0"
"1081","2014-02-05 00:00:00","2600"
"1082","2008-08-11 00:00:00","45100"
"1083","2011-01-07 00:00:00","1025"
"1084","2015-11-19 00:00:00","4000"
"1085","2006-10-31 00:00:00","5000"
"1086","2016-08-29 00:00:00","18500"
"1087","2010-03-29 00:00:00","60900"
"1088","2008-06-15 00:00:00","11700"
"1089","2015-09-23 00:00:00","48200"
"1090","2007-09-05 00:00:00","70500"
"1091","2009-02-27 00:00:00","4600"
"1092","2008-08-02 00:00:00","31400"
"1093","2009-05-24 00:00:00","10500"
"1094","2007-05-28 00:00:00","80000"
"1095","2005-05-11 00:00:00","86200"
"1096","2009-12-08 00:00:00","4700"
"1097","2014-05-27 00:00:00","25000"
"1098","2012-07-01 00:00:00","60010"
"1099","2010-03-18 00:00:00","0"
"1100","2007-02-17 00:00:00","0"
"1101","2005-08-19 00:00:00","3000"
"1102","2011-11-03 00:00:00","5000"
"1103","2014-02-16 00:00:00","0"
"1104","2012-10-09 00:00:00","35100"
"1105","2011-07-26 00:00:00","0"
"1106","2005-10-10 00:00:00","450"
"1107","2013-01-17 00:00:00","10000"
"1108","2006-04-05 00:00:00","21000"
"1109","2008-10-16 00:00:00","1000"
"1110","2014-09-13 00:00:00","16300"
"1111","2007-08-16 00:00:00","4000"
"1112","2008-09-23 00:00:00","75000"
"1113","2016-06-15 00:00:00","0"
"1114","2009-03-08 00:00:00","4500"
"1115","2005-11-13 00:00:00","7500"
"1116","2015-02-03 00:00:00","0"
"1117","2006-04-28 00:00:00","2000"
"1118","2016-01-01 00:00:00","0"
"1119","2005-12-06 00:00:00","106500"
"1120","2016-05-23 00:00:00","20200"
"1121","2009-02-13 00:00:00","1000"
"1122","2011-05-21 00:00:00","14500"
"1123","2014-04-23 00:00:00","91200"
"1124","2010-11-16 00:00:00","50000"
"1125","2011-06-13 00:00:00","17500"
"1126","2009-12-19 00:00:00","46000"
"1127","2005-01-31 00:00:00","23200"
"1128","2011-01-21 00:00:00","150000"
"1129","2010-08-08 00:00:00","60100"
"1130","2016-07-05 00:00:00","43200"
"1131","2011-04-08 00:00:00","0"
"1132","2011-09-21 00:00:00","12100"
"1133","2009-04-20 00:00:00","0"
"1134","2016-07-28 00:00:00","0"
"1135","2016-02-13 00:00:00","2000"
"1136","2005-10-01 00:00:00","8100"
"1137","2006-03-16 00:00:00","1200"
"1138","2005-06-23 00:00:00","3500"
"1139","2012-09-30 00:00:00","0"
"1140","2016-03-07 00:00:00","7000"
"1141","2009-07-29 00:00:00","0"
"1142","2006-02-21 00:00:00","1515"
"1143","2008-11-28 00:00:00","0"
"1144","2010-12-29 00:00:00","85700"
"1145","2014-06-05 00:00:00","0"
"1146","2011-05-01 00:00:00","100"
"1147","2005-08-05 00:00:00","18700"
"1148","2012-11-12 00:00:00","0"
"1149","2014-01-13 00:00:00","0"
"1150","2009-06-16 00:00:00","8500"
"1151","2005-12-26 00:00:00","2000"
"1152","2014-12-22 00:00:00","41200"
"1153","2011-12-05 00:00:00","1500"
"1154","2009-01-24 00:00:00","57500"
"1155","2007-05-08 00:00:00","30000"
"1156","2014-08-01 00:00:00","3200"
"1157","2007-04-24 00:00:00","22200"
"1158","2012-04-26 00:00:00","600"
"1159","2007-09-28 00:00:00","2500"
"1160","2011-02-10 00:00:00","21850"
"1161","2015-10-16 00:00:00","7000"
"1162","2008-04-01 00:00:00","1200"
"1163","2006-10-20 00:00:00","75500"
"1164","2007-03-12 00:00:00","1200"
"1165","2013-02-06 00:00:00","6300"
"1166","2014-06-19 00:00:00","100"
"1167","2007-11-10 00:00:00","0"
"1168","2012-06-08 00:00:00","52000"
"1169","2013-10-19 00:00:00","11300"
"1170","2013-05-17 00:00:00","0"
"1171","2007-06-20 00:00:00","600"
"1172","2007-08-02 00:00:00","25100"
"1173","2014-11-09 00:00:00","27750"
"1174","2013-07-11 00:00:00","0"
"1175","2012-01-17 00:00:00","0"
"1176","2009-05-04 00:00:00","193000"
"1177","2012-12-25 00:00:00","500"
"1178","2013-12-01 00:00:00","0"
"1179","2014-03-11 00:00:00","900"
"1180","2009-08-12 00:00:00","27600"
"1181","2008-05-26 00:00:00","50"
"1182","2012-09-16 00:00:00","3400"
"1183","2008-02-18 00:00:00","34550"
"1184","2006-12-02 00:00:00","600"
"1185","2011-09-30 00:00:00","10000"
"1186","2010-11-25 00:00:00","1450"
"1187","2011-10-23 00:00:00","12000"
"1188","2006-03-02 00:00:00","13500"
"1189","2007-01-28 00:00:00","87900"
"1190","2013-06-09 00:00:00","4000"
"1191","2012-07-12 00:00:00","45000"
"1192","2005-04-27 00:00:00","125"
"1193","2006-03-25 00:00:00","3000"
"1194","2012-08-04 00:00:00","5500"
"1195","2014-01-04 00:00:00","107000"
"1196","2008-10-07 00:00:00","0"
"1197","2015-11-05 00:00:00","41100"
"1198","2006-01-09 00:00:00","33800"
"1199","2006-09-27 00:00:00","2800"
"1200","2015-08-20 00:00:00","24500"
"1201","2010-05-23 00:00:00","1820"
"1202","2008-06-29 00:00:00","18000"
"1203","2013-12-12 00:00:00","5900"
"1204","2007-01-05 00:00:00","0"
"1205","2014-04-14 00:00:00","5000"
"1206","2010-04-30 00:00:00","12200"
"1207","2008-06-06 00:00:00","76000"
"1208","2014-02-25 00:00:00","1500"
"1209","2008-09-14 00:00:00","359500"
"1210","2009-11-06 00:00:00","0"
"1211","2015-11-28 00:00:00","3500"
"1212","2015-07-28 00:00:00","4000"
"1213","2010-03-09 00:00:00","20500"
"1214","2011-12-16 00:00:00","5100"
"1215","2013-07-31 00:00:00","0"
"1216","2009-01-01 00:00:00","25000"
"1217","2006-06-10 00:00:00","100"
"1218","2014-07-09 00:00:00","9100"
"1219","2012-05-19 00:00:00","26000"
"1220","2012-10-20 00:00:00","900"
"1221","2008-03-21 00:00:00","0"
"1222","2011-03-05 00:00:00","100"
"1223","2006-08-06 00:00:00","1000"
"1224","2005-08-28 00:00:00","0"
"1225","2005-11-22 00:00:00","100"
"1226","2013-03-01 00:00:00","29875"
"1227","2007-05-17 00:00:00","30000"
"1228","2013-09-26 00:00:00","0"
"1229","2005-02-11 00:00:00","0"
"1230","2007-08-25 00:00:00","1040"
"1231","2016-12-18 00:00:00","58230"
"1232","2007-12-03 00:00:00","0"
"1233","2016-09-09 00:00:00","2000"
"1234","2016-06-01 00:00:00","25500"
"1235","2010-06-26 00:00:00","40000"
"1236","2008-03-12 00:00:00","5500"
"1237","2015-01-23 00:00:00","200"
"1238","2009-10-26 00:00:00","24525"
"1239","2010-10-04 00:00:00","9000"
"1240","2009-04-11 00:00:00","110900"
"1241","2015-05-03 00:00:00","2300"
"1242","2016-02-22 00:00:00","111630"
"1243","2013-11-08 00:00:00","0"
"1244","2006-09-18 00:00:00","4200"
"1245","2015-02-26 00:00:00","3000"
"1246","2015-08-11 00:00:00","16600"
"1247","2007-03-03 00:00:00","47100"
"1248","2007-11-19 00:00:00","15450"
"1249","2008-05-03 00:00:00","21745"
"1250","2006-10-11 00:00:00","0"
"1251","2009-08-21 00:00:00","0"
"1252","2015-07-19 00:00:00","15000"
"1253","2005-05-31 00:00:00","8700"
"1254","2013-06-18 00:00:00","2000"
"1255","2012-04-17 00:00:00","0"
"1256","2005-01-08 00:00:00","5000"
"1257","2014-05-16 00:00:00","300"
"1258","2010-01-11 00:00:00","65050"
"1259","2010-07-16 00:00:00","49610"
"1260","2007-02-08 00:00:00","1000"
"1261","2015-03-21 00:00:00","103300"
"1262","2012-11-21 00:00:00","700"
"1263","2013-05-06 00:00:00","101000"
"1264","2013-01-26 00:00:00","11000"
"1265","2012-08-13 00:00:00","25300"
"1266","2011-08-04 00:00:00","77750"
"1267","2012-12-14 00:00:00","1000"
"1268","2007-04-15 00:00:00","10700"
"1269","2013-01-03 00:00:00","70"
"1270","2015-01-14 00:00:00","30560"
"1271","2007-10-07 00:00:00","92200"
"1272","2007-10-30 00:00:00","7500"
"1273","2014-10-06 00:00:00","22000"
"1274","2016-09-18 00:00:00","8000"
"1275","2013-04-13 00:00:00","300"
"1276","2012-12-30 00:00:00","48500"
"1277","2007-08-07 00:00:00","14500"
"1278","2008-04-12 00:00:00","2200"
"1279","2012-11-09 00:00:00","8600"
"1280","2014-11-14 00:00:00","6500"
"1281","2015-07-21 00:00:00","10500"
"1282","2015-04-12 00:00:00","4700"
"1283","2007-11-15 00:00:00","10000"
"1284","2008-01-03 00:00:00","1003100"
"1285","2010-06-05 00:00:00","56000"
"1286","2014-04-28 00:00:00","5000"
"1287","2009-09-29 00:00:00","3000"
"1288","2015-01-02 00:00:00","0"
"1289","2014-09-24 00:00:00","0"
"1290","2010-02-25 00:00:00","22000"
"1291","2007-04-29 00:00:00","500"
"1292","2014-08-06 00:00:00","1200"
"1293","2006-01-12 00:00:00","38000"
"1294","2016-09-29 00:00:00","0"
"1295","2005-02-14 00:00:00","3000"
"1296","2010-05-20 00:00:00","101000"
"1297","2009-06-22 00:00:00","1500"
"1298","2012-04-06 00:00:00","10000"
"1299","2013-03-04 00:00:00","0"
"1300","2010-09-14 00:00:00","60000"
"1301","2015-01-20 00:00:00","6000"
"1302","2015-12-18 00:00:00","2500"
"1303","2016-06-04 00:00:00","30000"
"1304","2009-10-17 00:00:00","2100"
"1305","2007-01-02 00:00:00","36575"
"1306","2014-07-18 00:00:00","500"
"1307","2013-08-20 00:00:00","11600"
"1308","2007-11-30 00:00:00","500"
"1309","2006-06-30 00:00:00","5000"
"1310","2010-11-05 00:00:00","15000"
"1311","2015-05-17 00:00:00","20400"
"1312","2008-02-07 00:00:00","0"
"1313","2006-03-22 00:00:00","13000"
"1314","2006-07-17 00:00:00","400"
"1315","2008-05-17 00:00:00","21700"
"1316","2013-06-29 00:00:00","21000"
"1317","2016-03-27 00:00:00","6100"
"1318","2008-12-18 00:00:00","85000"
"1319","2013-09-06 00:00:00","600"
"1320","2012-07-15 00:00:00","0"
"1321","2005-04-07 00:00:00","2700"
"1322","2012-01-28 00:00:00","70000"
"1323","2013-12-15 00:00:00","0"
"1324","2006-09-07 00:00:00","0"
"1325","2010-08-28 00:00:00","5000"
"1326","2011-10-20 00:00:00","16000"
"1327","2014-01-01 00:00:00","0"
"1328","2014-03-25 00:00:00","224000"
"1329","2011-12-28 00:00:00","0"
"1330","2012-11-24 00:00:00","145000"
"1331","2006-12-16 00:00:00","0"
"1332","2012-03-20 00:00:00","7000"
"1333","2007-08-22 00:00:00","11000"
"1334","2014-11-29 00:00:00","1400"
"1335","2010-02-09 00:00:00","33000"
"1336","2005-01-28 00:00:00","240"
"1337","2005-05-25 00:00:00","16850"
"1338","2011-06-10 00:00:00","23500"
"1339","2016-10-16 00:00:00","46000"
"1340","2012-05-07 00:00:00","100"
"1341","2009-07-09 00:00:00","500"
"1342","2007-04-12 00:00:00","29600"
"1343","2014-10-26 00:00:00","0"
"1344","2007-07-19 00:00:00","18500"
"1345","2009-07-23 00:00:00","500"
"1346","2016-09-12 00:00:00","0"
"1347","2010-01-25 00:00:00","2000"
"1348","2005-10-04 00:00:00","2400"
"1349","2014-10-12 00:00:00","15600"
"1350","2010-05-03 00:00:00","5100"
"1351","2012-02-14 00:00:00","0"
"1352","2015-08-08 00:00:00","2600"
"1353","2016-04-13 00:00:00","0"
"1354","2008-04-30 00:00:00","1300"
"1355","2009-01-04 00:00:00","20000"
"1356","2010-08-14 00:00:00","90000"
"1357","2008-01-21 00:00:00","15200"
"1358","2015-04-30 00:00:00","8000"
"1359","2009-04-14 00:00:00","1000"
"1360","2011-03-02 00:00:00","20700"
"1361","2006-11-09 00:00:00","57000"
"1362","2013-06-12 00:00:00","2200"
"1363","2006-03-05 00:00:00","46000"
"1364","2006-06-13 00:00:00","5850"
"1365","2010-11-22 00:00:00","18200"
"1366","2016-01-04 00:00:00","0"
"1367","2013-09-20 00:00:00","300"
"1368","2008-09-26 00:00:00","2100"
"1369","2016-01-24 00:00:00","450"
"1370","2010-02-26 00:00:00","61220"
"1371","2007-10-27 00:00:00","0"
"1372","2007-05-14 00:00:00","200"
"1373","2008-08-05 00:00:00","6000"
"1374","2007-03-26 00:00:00","5400"
"1375","2007-09-08 00:00:00","200000"
"1376","2014-08-21 00:00:00","16000"
"1377","2013-09-23 00:00:00","0"
"1378","2015-04-13 00:00:00","18500"
"1379","2016-03-13 00:00:00","5000"
"1380","2010-12-09 00:00:00","5000"
"1381","2012-06-28 00:00:00","35000"
"1382","2006-11-26 00:00:00","14000"
"1383","2012-05-10 00:00:00","0"
"1384","2005-10-24 00:00:00","47000"
"1385","2009-03-28 00:00:00","12500"
"1386","2011-01-27 00:00:00","6000"
"1387","2010-08-31 00:00:00","11500"
"1388","2013-05-29 00:00:00","0"
"1389","2007-12-17 00:00:00","0"
"1390","2014-05-13 00:00:00","0"
"1391","2005-12-12 00:00:00","500"
"1392","2013-03-21 00:00:00","0"
"1393","2009-02-07 00:00:00","4100"
"1394","2012-10-23 00:00:00","1000"
"1395","2009-07-06 00:00:00","0"
"1396","2012-12-11 00:00:00","15000"
"1397","2005-07-16 00:00:00","10550"
